dialog_id,utterance_id,speaker,text
3,0,agent,Hi! You've reached Shokudo. This is Mina - how can I help?
3,1,customer,"Hi, I want to order but I'm not sure what to pick."
3,2,customer,I'll take one tempura crab meat.
3,3,agent,You got it.
3,4,agent,Any other items?
3,5,customer,I'll take one salmon cucumber roll.
3,6,agent,"Okay, no problem."
3,7,agent,Anything more today?
3,8,customer,I'll take one crab meat.
3,9,agent,"Great, I'll put that in."
3,10,customer,"Yep, that's it."
3,11,agent,Is that for pickup or delivery?
3,12,customer,I'll pick it up.
3,13,agent,"Awesome - Hi, I want to order but I'm not sure what to pick.; I'll take one tempura crab meat.; I'll take one salmon cucumber roll.. We'll have that ready. Thank you!"
3,14,customer,Thanks!
4,0,agent,Thank you for calling Shokudo.
4,1,customer,Hello - I'm new to your menu. Can you help me order?
4,2,customer,"Uh, let me think."
4,3,customer,I'll take one yummy roll.
4,4,agent,All set.
4,5,agent,Want to add anything else?
4,6,customer,I'll take one kani salad.
4,7,agent,Okay - adding it.
4,8,agent,Any other items?
4,9,customer,I'll take one sake tamaki for two.
4,10,agent,Sure thing.
4,11,agent,What else can I get you?
4,12,customer,I'll take one fresh water eel.
4,13,agent,Perfect.
4,14,agent,Anything else for you?
4,15,customer,I'll take one tempura crab meat.
4,16,agent,Adding that now.
4,17,customer,"Yep, that's it."
4,18,agent,Pickup or delivery today?
4,19,customer,Pickup.
4,20,agent,We'll get started on that.
4,21,customer,"Great, thanks."
5,0,agent,Shokudo Japanese Kitchen.
5,1,customer,"Hi, it's my first time ordering. Can I place an order?"
5,2,customer,I'll take one sprite.
5,3,agent,Anything else for you?
5,4,customer,I'll take one a a c roll.
5,5,agent,Adding that now.
5,6,agent,Want to add anything else?
5,7,customer,I'll take one mochi.
5,8,agent,Perfect.
5,9,agent,Any other items?
5,10,customer,I'll take one tuna cucumber roll.
5,11,agent,I'll add that.
5,12,customer,I'll take one sushi appetizer.
5,13,agent,Sounds good.
5,14,customer,That should do it.
5,15,agent,Is that for pickup or delivery?
5,16,customer,I'll pick it up.
5,17,agent,Great choice - I'll take one sprite.; I'll take one a a c roll.; I'll take one mochi.. We'll have it ready!
5,18,customer,Thanks!
6,0,agent,Hello! Shokudo - Riley here. What sounds good today?
6,1,customer,Hi! Calling in an order like last time.
6,2,customer,One second.
6,3,customer,I'll take one alaska roll.
6,4,customer,I'll take one eel poke bowl.
6,5,agent,Okay - adding it.
6,6,agent,Want to add anything else?
6,7,customer,I'll take one takoyaki.
6,8,agent,"Okay, no problem."
6,9,agent,Anything else for you?
6,10,customer,One second.
6,11,customer,I'll take one rainbow roll.
6,12,agent,Any other items?
6,13,customer,I'll take one shio garlic ramen.
6,14,agent,I'll add that.
6,15,customer,"Actually, hang on."
6,16,customer,I'll take one eel dragon roll.
6,17,agent,"Great, I'll put that in."
6,18,customer,I think that's all.
6,19,agent,Will this be pickup or delivery?
6,20,customer,"Pickup, please."
6,21,agent,Great choice - One second.; I'll take one alaska roll.; I'll take one eel poke bowl.. We'll have it ready!
6,22,customer,Thanks!
7,0,agent,"Hi, Shokudo - Jay. What can I get for you?"
7,1,customer,"Hey, can I order some food?"
7,2,customer,My bad -
7,3,customer,I'll take one sparkling water.
7,4,agent,Sounds good.
7,5,agent,Any other items?
7,6,customer,"Actually, hang on."
7,7,customer,I'll take one salmon lover roll.
7,8,agent,Got it.
7,9,agent,Want to add anything else?
7,10,customer,Oh sorry -
7,11,customer,I'll take one shumai six pieces.
7,12,agent,Perfect.
7,13,agent,Anything more today?
7,14,customer,Sorry about that -
7,15,customer,I'll take one white profiteroles.
7,16,agent,I'll add that.
7,17,customer,I think that's all.
7,18,agent,Is that for pickup or delivery?
7,19,customer,"Pickup, please."
7,20,agent,We'll get started on that.
7,21,customer,Appreciate it.
8,0,agent,Shokudo Japanese Kitchen.
8,1,customer,"Hey, can you help me with an order? I'm kind of on the fence."
8,2,customer,I'll take one masago.
8,3,agent,Sounds good.
8,4,customer,"Actually, hang on."
8,5,customer,I'll take one unsweet green tea.
8,6,agent,I'll add that.
8,7,agent,Anything else for you?
8,8,customer,I'll take one salmon dinner.
8,9,agent,Perfect.
8,10,agent,Soup or salad with that?
8,11,customer,Salad.
8,12,agent,Want to add anything else?
8,13,customer,I'll take one mango avocado roll.
8,14,agent,Adding that now.
8,15,agent,Any other items?
8,16,customer,I'll take one tiger roll.
8,17,agent,Sure thing.
8,18,customer,That's everything.
8,19,agent,Will this be pickup or delivery?
8,20,customer,Delivery.
8,21,agent,Confirmed: I'll take one masago.; I'll take one unsweet green tea.; I'll take one salmon dinner.. Thanks.
8,22,customer,Appreciate it.
9,0,agent,"Shokudo, Ken speaking. Pickup or delivery?"
9,1,customer,"Hi... I'm still deciding, but can I start an order?"
9,2,customer,I'll take one ginger ale.
9,3,agent,Perfect.
9,4,agent,What else can I get you?
9,5,customer,I'll take one shokudo roll.
9,6,agent,"Noted, adding it."
9,7,agent,Anything else for you?
9,8,customer,Oh sorry -
9,9,customer,I'll take one n j fifty seven roll.
9,10,agent,Okay - adding it.
9,11,customer,"Actually, hang on."
9,12,customer,I'll take one rainbow roll.
9,13,agent,Sure thing.
9,14,agent,Any other items?
9,15,customer,"Uh, let me think."
9,16,customer,I'll take one spicy kim chi ramen.
9,17,agent,Got it.
9,18,agent,Want to add anything else?
9,19,customer,I'll take one tempura shrimp roll.
9,20,agent,Adding that now.
9,21,customer,I think that's all.
9,22,agent,Pickup or delivery today?
9,23,customer,Can you do delivery?
9,24,agent,Confirmed: I'll take one ginger ale.; I'll take one shokudo roll.; I'll take one n j fifty seven roll.. Thanks.
9,25,customer,Thanks so much.
10,0,agent,Thank you for calling Shokudo.
10,1,customer,"Hey, can I order some food?"
10,2,customer,One second.
10,3,customer,I'll take one hollywood roll.
10,4,agent,Okay - adding it.
10,5,agent,Anything else for you?
10,6,customer,Oh sorry -
10,7,customer,I'll take one masago.
10,8,customer,That's everything.
10,9,agent,Will this be pickup or delivery?
10,10,customer,I'll pick it up.
10,11,agent,Confirmed: One second.; I'll take one hollywood roll.; I'll take one masago.. Thanks.
10,12,customer,"Great, thanks."
11,0,agent,"Hello, Shokudo. This is Sofia. Take your time - what would you like?"
11,1,customer,Hey - I need to place a fast order for pickup.
11,2,customer,I'll take one teriyaki chicken.
11,3,agent,"Noted, adding it."
11,4,agent,Want to add anything else?
11,5,customer,I'll take one coral sea.
11,6,agent,Anything else for you?
11,7,customer,I'll take one spicy scallop roll.
11,8,agent,You got it.
11,9,customer,I'll take one tuna roll.
11,10,agent,"Okay, no problem."
11,11,customer,That's everything.
11,12,agent,Is that for pickup or delivery?
11,13,customer,Pickup - as soon as possible.
11,14,agent,Perfect - Hey - I need to place a fast order for pickup.; I'll take one teriyaki chicken.; I'll take one coral sea.. We'll take care of it. Thank you!
11,15,customer,Thank you.
12,0,agent,"Hey! Thanks for calling Shokudo, this is Riley!"
12,1,customer,"Hi, it's my first time ordering. Can I place an order?"
12,2,customer,I'll take one salmon lover roll.
12,3,agent,Got it.
12,4,agent,Anything more today?
12,5,customer,I'll take one rainbow roll.
12,6,agent,Perfect.
12,7,customer,I'll take one n j fifty seven roll.
12,8,agent,Adding that now.
12,9,customer,That should do it.
12,10,agent,Is that for pickup or delivery?
12,11,customer,Delivery.
12,12,agent,Sweet - I'll take one salmon lover roll.; I'll take one rainbow roll.; I'll take one n j fifty seven roll.! We'll get it going. See you soon!
12,13,customer,Thanks so much.
13,0,agent,Shokudo Japanese Kitchen.
13,1,customer,"Hi - I want to order, but I have a couple questions."
13,2,customer,I'll take one takoyaki.
13,3,agent,Sounds good.
13,4,customer,Sorry about that -
13,5,customer,I'll take one curry chicken katsu.
13,6,agent,"Noted, adding it."
13,7,agent,Any other items?
13,8,customer,I'll take one masago.
13,9,agent,Anything more today?
13,10,customer,"Actually, hang on."
13,11,customer,I'll take one salmon avocado roll.
13,12,agent,All set.
13,13,agent,Want to add anything else?
13,14,customer,I'll take one black dragon roll.
13,15,agent,"Okay, no problem."
13,16,customer,That's everything.
13,17,agent,Is that for pickup or delivery?
13,18,customer,Delivery.
13,19,agent,"Great - Hi - I want to order, but I have a couple questions.; I'll take one takoyaki.; I'll take one curry chicken katsu.. We'll see you soon. Thanks for calling!"
13,20,customer,"Great, thanks."
14,0,agent,Shokudo Japanese Kitchen.
14,1,customer,"Hey, it's me again - can I do my usual order?"
14,2,customer,I'll take one seven pieces nigiri and one sushi maki.
14,3,agent,Perfect.
14,4,agent,Soup or salad with that?
14,5,customer,Salad.
14,6,agent,Anything else for you?
14,7,customer,I'll take one twelve pieces sashimi.
14,8,agent,"Great, I'll put that in."
14,9,agent,Soup or salad with that?
14,10,customer,Salad.
14,11,customer,That should do it.
14,12,agent,Pickup or delivery today?
14,13,customer,Pickup like usual.
14,14,agent,No worries - I'll take one seven pieces nigiri and one sushi maki.; I'll take one twelve pieces sashimi.. We'll have it ready for you.
14,15,customer,Appreciate it.
15,0,agent,"Shokudo, Ken speaking. Pickup or delivery?"
15,1,customer,"Hi, it's my first time ordering. Can I place an order?"
15,2,customer,I'll take one tuna dinner.
15,3,agent,Soup or salad with that?
15,4,customer,Miso soup.
15,5,agent,Anything more today?
15,6,customer,Oh sorry -
15,7,customer,I'll take one seafood udon ramen.
15,8,agent,Perfect.
15,9,agent,Anything else for you?
15,10,customer,I'll take one spicy kim chi ramen.
15,11,agent,Adding that now.
15,12,agent,Any other items?
15,13,customer,I'll take one kim chi.
15,14,agent,"Noted, adding it."
15,15,agent,What else can I get you?
15,16,customer,I'll take one steam bun two pieces pork or chicken.
15,17,agent,Pork or chicken for that?
15,18,customer,Pork.
15,19,customer,That should do it.
15,20,agent,Pickup or delivery today?
15,21,customer,"Pickup, please."
15,22,agent,Confirmed: I'll take one tuna dinner.; I'll take one seafood udon ramen.; I'll take one spicy kim chi ramen.. Thanks.
15,23,customer,Thanks so much.
16,0,agent,Thank you for calling Shokudo.
16,1,customer,"Hi, it's my first time ordering. Can I place an order?"
16,2,customer,I'll take one pink lady roll.
16,3,agent,What else can I get you?
16,4,customer,I'll take one apple juice.
16,5,agent,Sounds good.
16,6,agent,Anything more today?
16,7,customer,I'll take one spicy ramen.
16,8,agent,I'll add that.
16,9,customer,"Actually, hang on."
16,10,customer,I'll take one fuji mountain roll.
16,11,agent,All set.
16,12,customer,I'll take one godzilla roll.
16,13,agent,"Great, I'll put that in."
16,14,agent,Anything else for you?
16,15,customer,I'll take one salmon poke bowl.
16,16,agent,Got it.
16,17,customer,That's everything.
16,18,agent,Pickup or delivery today?
16,19,customer,Pickup.
16,20,agent,We'll get started on that.
16,21,customer,Appreciate it.
17,0,agent,Shokudo - Ken. What can I get started for you?
17,1,customer,Hello - I'm new to your menu. Can you help me order?
17,2,customer,I'll take one coral sea.
17,3,agent,"Great, I'll put that in."
17,4,agent,Any other items?
17,5,customer,I'll take one white profiteroles.
17,6,agent,All set.
17,7,agent,Anything else for you?
17,8,customer,I'll take one ice tea.
17,9,agent,You got it.
17,10,agent,What else can I get you?
17,11,customer,I'll take one salmon dinner.
17,12,agent,I'll add that.
17,13,agent,Soup or salad with that?
17,14,customer,Miso soup.
17,15,customer,"Yep, that's it."
17,16,agent,Is that for pickup or delivery?
17,17,customer,Delivery.
17,18,agent,We'll get started on that.
17,19,customer,Thank you.
18,0,agent,Shokudo Japanese Kitchen.
18,1,customer,"Hi, I want to order but I'm not sure what to pick."
18,2,customer,I'll take one miso veggie ramen.
18,3,agent,Anything else for you?
18,4,customer,"Uh, let me think."
18,5,customer,I'll take one ten pieces nigiri and one sushi maki.
18,6,agent,I'll add that.
18,7,agent,Soup or salad with that?
18,8,customer,Salad.
18,9,agent,Any other items?
18,10,customer,I'll take one crab meat.
18,11,agent,"Noted, adding it."
18,12,customer,I'll take one fuji mountain roll.
18,13,agent,"Okay, no problem."
18,14,agent,Want to add anything else?
18,15,customer,I'll take one tuna roll.
18,16,agent,"Great, I'll put that in."
18,17,customer,"Yep, that's it."
18,18,agent,Is that for pickup or delivery?
18,19,customer,Delivery.
18,20,agent,"No worries - Hi, I want to order but I'm not sure what to pick.; I'll take one miso veggie ramen.; I'll take one ten pieces nigiri and one sushi maki.. We'll have it ready for you."
18,21,customer,Thank you.
19,0,agent,Hello! Shokudo - Riley here. What sounds good today?
19,1,customer,Hello - can I put in an order?
19,2,customer,I'll take one white profiteroles.
19,3,agent,Want to add anything else?
19,4,customer,Oh sorry -
19,5,customer,I'll take one beef tataki appetizer.
19,6,agent,"Great, I'll put that in."
19,7,customer,I think that's all.
19,8,agent,Is that for pickup or delivery?
19,9,customer,I'll pick it up.
19,10,agent,We'll get started on that.
19,11,customer,Thank you.
20,0,agent,Thank you for calling Shokudo.
20,1,customer,"Hi... I'm still deciding, but can I start an order?"
20,2,customer,I'll take one new jersey roll.
20,3,agent,Perfect.
20,4,agent,Anything more today?
20,5,customer,I'll take one fuji mountain roll.
20,6,customer,"Actually, hang on."
20,7,customer,I'll take one peanut avocado roll.
20,8,agent,I'll add that.
20,9,customer,That's everything.
20,10,agent,Will this be pickup or delivery?
20,11,customer,"Pickup, please."
20,12,agent,We'll get started on that.
20,13,customer,Thanks so much.
21,0,agent,"Shokudo, Jay speaking. Let's do it - pickup or delivery?"
21,1,customer,Hey - I need to place a fast order for pickup.
21,2,customer,I'll take one california roll.
21,3,agent,Perfect.
21,4,customer,I'll take one spider roll.
21,5,agent,Adding that now.
21,6,agent,Anything more today?
21,7,customer,I'll take one spicy ramen.
21,8,agent,Got it.
21,9,customer,"Yep, that's it."
21,10,agent,Is that for pickup or delivery?
21,11,customer,Pickup. I'll be there shortly.
21,12,agent,We'll get started on that.
21,13,customer,Thanks!
22,0,agent,"Hi, Shokudo - Jay. What can I get for you?"
22,1,customer,"Hi... I'm still deciding, but can I start an order?"
22,2,customer,I'll take one fried ice cream.
22,3,agent,You got it.
22,4,agent,Anything else for you?
22,5,customer,I'll take one sweet potato roll.
22,6,agent,Sure thing.
22,7,agent,What else can I get you?
22,8,customer,I'll take one godzilla roll.
22,9,agent,Adding that now.
22,10,agent,Anything more today?
22,11,customer,One second.
22,12,customer,I'll take one salmon poke bowl.
22,13,agent,All set.
22,14,customer,That's everything.
22,15,agent,Pickup or delivery today?
22,16,customer,I'll pick it up.
22,17,agent,Okay. I'll take one fried ice cream.; I'll take one sweet potato roll.; I'll take one godzilla roll.. You'll be all set. Thanks.
22,18,customer,"Great, thanks."
23,0,agent,Thank you for calling Shokudo.
23,1,customer,Hi! Calling in an order like last time.
23,2,customer,"Uh, let me think."
23,3,customer,I'll take one spicy ramen.
23,4,agent,"Noted, adding it."
23,5,agent,Anything more today?
23,6,customer,One second.
23,7,customer,I'll take one eel dragon roll.
23,8,agent,Want to add anything else?
23,9,customer,"Actually, hang on."
23,10,customer,I'll take one teriyaki shrimp.
23,11,agent,Adding that now.
23,12,agent,What else can I get you?
23,13,customer,I'll take one miso soup.
23,14,agent,Perfect.
23,15,customer,"Yep, that's it."
23,16,agent,Will this be pickup or delivery?
23,17,customer,Pickup like usual.
23,18,agent,Great - I'll take one spicy ramen.; One second.; I'll take one eel dragon roll.. We'll see you soon. Thanks for calling!
23,19,customer,Thanks!
24,0,agent,Shokudo Japanese Kitchen.
24,1,customer,"Hi, it's my first time ordering. Can I place an order?"
24,2,customer,I'll take one scallop.
24,3,agent,What else can I get you?
24,4,customer,I'll take one tiger roll.
24,5,agent,Perfect.
24,6,agent,Want to add anything else?
24,7,customer,"Uh, let me think."
24,8,customer,I'll take one cucumber roll.
24,9,agent,Okay - adding it.
24,10,customer,I think that's all.
24,11,agent,Will this be pickup or delivery?
24,12,customer,"Delivery, please."
24,13,agent,All set: I'll take one scallop.; I'll take one tiger roll.; I'll take one cucumber roll.. We'll have it ready. Thank you.
24,14,customer,Thanks so much.
25,0,agent,Hello! Shokudo - Riley here. What sounds good today?
25,1,customer,"Hi, I want to order but I'm not sure what to pick."
25,2,customer,I'll take one salmon poke bowl.
25,3,agent,I'll add that.
25,4,agent,Anything else for you?
25,5,customer,I'll take one shumai six pieces.
25,6,agent,Adding that now.
25,7,agent,What else can I get you?
25,8,customer,One second.
25,9,customer,I'll take one twelve pieces sashimi.
25,10,agent,You got it.
25,11,agent,Soup or salad with that?
25,12,customer,Miso soup.
25,13,agent,Any other items?
25,14,customer,I'll take one tuna poke bowl.
25,15,agent,Got it.
25,16,customer,One second.
25,17,customer,I'll take one sunset.
25,18,agent,"Okay, no problem."
25,19,customer,That's everything.
25,20,agent,Will this be pickup or delivery?
25,21,customer,Delivery.
25,22,agent,"Sweet - Hi, I want to order but I'm not sure what to pick.; I'll take one salmon poke bowl.; I'll take one shumai six pieces.! We'll get it going. See you soon!"
25,23,customer,Thanks so much.
26,0,agent,"Hello! Shokudo Sushi & Ramen, Mina speaking."
26,1,customer,"Hi, can I place an order ASAP?"
26,2,customer,My bad -
26,3,customer,I'll take one masago.
26,4,agent,Okay - adding it.
26,5,agent,Anything more today?
26,6,customer,I'll take one white profiteroles.
26,7,agent,You got it.
26,8,agent,Any other items?
26,9,customer,I'll take one seven pieces nigiri and one sushi maki.
26,10,agent,I'll add that.
26,11,agent,Soup or salad with that?
26,12,customer,Salad.
26,13,agent,Want to add anything else?
26,14,customer,I'll take one salmon.
26,15,agent,Adding that now.
26,16,customer,"Yep, that's it."
26,17,agent,Is that for pickup or delivery?
26,18,customer,Pickup. I'll be there shortly.
26,19,agent,Great - I'll take one masago.; I'll take one white profiteroles.; I'll take one seven pieces nigiri and one sushi maki.. We'll see you soon. Thanks for calling!
26,20,customer,Thanks so much.
27,0,agent,"Hi, Shokudo - Jay. What can I get for you?"
27,1,customer,"Hi... I'm still deciding, but can I start an order?"
27,2,customer,One second.
27,3,customer,I'll take one salmon dinner.
27,4,agent,Sounds good.
27,5,agent,Soup or salad with that?
27,6,customer,Miso soup.
27,7,customer,I'll take one spicy edamame.
27,8,agent,Anything else for you?
27,9,customer,I'll take one twelve pieces sashimi.
27,10,agent,I'll add that.
27,11,agent,Soup or salad with that?
27,12,customer,Salad.
27,13,agent,Any other items?
27,14,customer,I'll take one avocado roll.
27,15,agent,"Okay, no problem."
27,16,agent,What else can I get you?
27,17,customer,I'll take one tonkotsu ramen.
27,18,customer,"Yep, that's it."
27,19,agent,Pickup or delivery today?
27,20,customer,"Delivery, please."
27,21,agent,Alright - One second.; I'll take one salmon dinner.; I'll take one spicy edamame.. We'll start it now.
27,22,customer,Thank you.
28,0,agent,Shokudo Japanese Kitchen.
28,1,customer,"Hey, can I order some food?"
28,2,customer,I'll take one shokudo roll.
28,3,agent,"Great, I'll put that in."
28,4,agent,Any other items?
28,5,customer,I'll take one fried spring roll.
28,6,customer,"Actually, hang on."
28,7,customer,I'll take one curry chicken katsu.
28,8,agent,Perfect.
28,9,agent,What else can I get you?
28,10,customer,I'll take one ice tea.
28,11,agent,I'll add that.
28,12,agent,Anything else for you?
28,13,customer,I'll take one summer kiss roll.
28,14,agent,Sounds good.
28,15,customer,That should do it.
28,16,agent,Pickup or delivery today?
28,17,customer,"Pickup, please."
28,18,agent,Awesome - I'll take one shokudo roll.; I'll take one fried spring roll.; I'll take one curry chicken katsu.. We'll have that ready. Thank you!
28,19,customer,Thank you.
29,0,agent,Thank you for calling Shokudo.
29,1,customer,"Hey, can I order some food?"
29,2,customer,I'll take one teriyaki beef.
29,3,agent,Sounds good.
29,4,agent,How would you like the beef cooked?
29,5,customer,Medium well.
29,6,agent,Any other items?
29,7,customer,One second.
29,8,customer,I'll take one curry tonkotsu.
29,9,customer,"Uh, let me think."
29,10,customer,I'll take one n j fifty seven roll.
29,11,agent,You got it.
29,12,agent,Anything else for you?
29,13,customer,I'll take one tempura shrimp roll.
29,14,agent,"Great, I'll put that in."
29,15,agent,Anything more today?
29,16,customer,Oh sorry -
29,17,customer,I'll take one summer kiss roll.
29,18,agent,I'll add that.
29,19,agent,Want to add anything else?
29,20,customer,I'll take one hollywood roll.
29,21,customer,That's everything.
29,22,agent,Pickup or delivery today?
29,23,customer,I'll pick it up.
29,24,agent,No worries - I'll take one teriyaki beef.; One second.; I'll take one curry tonkotsu.. We'll have it ready for you.
29,25,customer,Thanks so much.
30,0,agent,Thank you for calling Shokudo.
30,1,customer,"Hi! I'd like to place an order, please."
30,2,customer,One second.
30,3,customer,I'll take one eel poke bowl.
30,4,agent,You got it.
30,5,agent,Anything else for you?
30,6,customer,I'll take one kim chi.
30,7,agent,"Okay, no problem."
30,8,customer,"Yep, that's it."
30,9,agent,Pickup or delivery today?
30,10,customer,Pickup.
30,11,agent,Okay. One second.; I'll take one eel poke bowl.; I'll take one kim chi.. You'll be all set. Thanks.
30,12,customer,Thanks!
31,0,agent,Shokudo Japanese Kitchen.
31,1,customer,"Hey, can you help me with an order? I'm kind of on the fence."
31,2,customer,My bad -
31,3,customer,I'll take one mochi.
31,4,agent,Sure thing.
31,5,agent,Want to add anything else?
31,6,customer,I'll take one diet coke.
31,7,agent,Perfect.
31,8,customer,That should do it.
31,9,agent,Will this be pickup or delivery?
31,10,customer,Can you do delivery?
31,11,agent,Great choice - I'll take one mochi.; I'll take one diet coke.. We'll have it ready!
31,12,customer,Thanks so much.
32,0,agent,Hi hi! Shokudo on the line - Riley speaking!
32,1,customer,"Hi! I'd like to place an order, please."
32,2,customer,I'll take one hackettstown roll.
32,3,agent,What else can I get you?
32,4,customer,I'll take one tuna roll.
32,5,agent,Sounds good.
32,6,customer,I'll take one shumai six pieces.
32,7,agent,"Okay, no problem."
32,8,agent,Any other items?
32,9,customer,One second.
32,10,customer,I'll take one philly roll.
32,11,agent,Got it.
32,12,customer,That's everything.
32,13,agent,Will this be pickup or delivery?
32,14,customer,"Delivery, please."
32,15,agent,Sweet - I'll take one hackettstown roll.; I'll take one tuna roll.; I'll take one shumai six pieces.! We'll get it going. See you soon!
32,16,customer,Appreciate it.
33,0,agent,Shokudo Japanese Kitchen.
33,1,customer,"Hi... I'm still deciding, but can I start an order?"
33,2,customer,I'll take one angry dragon roll.
33,3,agent,Sure thing.
33,4,agent,Anything else for you?
33,5,customer,I'll take one ginger ale.
33,6,agent,I'll add that.
33,7,agent,Any other items?
33,8,customer,I'll take one spicy edamame.
33,9,agent,Adding that now.
33,10,agent,Want to add anything else?
33,11,customer,I'll take one coral sea.
33,12,customer,That's everything.
33,13,agent,Pickup or delivery today?
33,14,customer,I'll pick it up.
33,15,agent,Okay. I'll take one angry dragon roll.; I'll take one ginger ale.; I'll take one spicy edamame.. You'll be all set. Thanks.
33,16,customer,Thank you.
34,0,agent,"Shokudo, Jay. Go ahead with your order."
34,1,customer,"Hey, can I order some food?"
34,2,customer,I'll take one new jersey roll.
34,3,agent,Perfect.
34,4,agent,Any other items?
34,5,customer,I'll take one sweet potato roll.
34,6,agent,Got it.
34,7,agent,What else can I get you?
34,8,customer,I'll take one hollywood roll.
34,9,agent,You got it.
34,10,agent,Anything more today?
34,11,customer,I'll take one spicy scallop roll.
34,12,agent,Sure thing.
34,13,customer,"Yep, that's it."
34,14,agent,Pickup or delivery today?
34,15,customer,I'll pick it up.
34,16,agent,We'll get started on that.
34,17,customer,Thank you.
35,0,agent,"Hey! Thanks for calling Shokudo, this is Riley!"
35,1,customer,Hi! Calling in an order like last time.
35,2,customer,"Actually, hang on."
35,3,customer,I'll take one godzilla roll.
35,4,agent,Got it.
35,5,customer,Sorry about that -
35,6,customer,I'll take one fried ice cream.
35,7,agent,"Great, I'll put that in."
35,8,customer,That's everything.
35,9,agent,Will this be pickup or delivery?
35,10,customer,Pickup like usual.
35,11,agent,Great choice - I'll take one godzilla roll.; I'll take one fried ice cream.. We'll have it ready!
35,12,customer,Thank you.
36,0,agent,Thank you for calling Shokudo.
36,1,customer,"Hi, quick pickup order please."
36,2,customer,I'll take one shio garlic ramen.
36,3,agent,"Noted, adding it."
36,4,customer,I'll take one takoyaki.
36,5,customer,I'll take one unsweet green tea.
36,6,agent,Sounds good.
36,7,agent,Want to add anything else?
36,8,customer,I'll take one salmon roll.
36,9,agent,Adding that now.
36,10,customer,That should do it.
36,11,agent,Pickup or delivery today?
36,12,customer,Pickup. I'll be there shortly.
36,13,agent,All set: I'll take one shio garlic ramen.; I'll take one takoyaki.; I'll take one unsweet green tea.. We'll have it ready. Thank you.
36,14,customer,Appreciate it.
37,0,agent,"Shokudo, Ken speaking. Pickup or delivery?"
37,1,customer,Hello - I'm placing a pickup order.
37,2,customer,One second.
37,3,customer,I'll take one ten pieces nigiri and one sushi maki.
37,4,agent,"Great, I'll put that in."
37,5,agent,Soup or salad with that?
37,6,customer,Salad.
37,7,agent,What else can I get you?
37,8,customer,"Uh, let me think."
37,9,customer,I'll take one tan tan spicy ramen.
37,10,agent,Sounds good.
37,11,customer,I'll take one maguro tamaki for two.
37,12,agent,All set.
37,13,agent,Anything else for you?
37,14,customer,Sorry about that -
37,15,customer,I'll take one tempura crab meat.
37,16,agent,Got it.
37,17,customer,I think that's all.
37,18,agent,Is that for pickup or delivery?
37,19,customer,Pickup like usual.
37,20,agent,Confirmed: One second.; I'll take one ten pieces nigiri and one sushi maki.; I'll take one tan tan spicy ramen.. Thanks.
37,21,customer,Appreciate it.
38,0,agent,"Shokudo, Ken speaking. Pickup or delivery?"
