dialog_id,utterance_id,speaker,text
7,19,agent,We’ll get started on that.
7,20,customer,Thank you.
8,0,agent,"Hi, thanks for calling."
8,1,customer,I’m calling in an order.
8,2,customer,I’ll take one salmon avocado roll.
8,3,agent,Okay.
8,4,agent,Anything else?
8,5,customer,I’ll take one rainbow roll.
8,6,agent,Added.
8,7,agent,Go ahead.
8,8,customer,I’ll take one shrimp tempura appetizer.
8,9,agent,All right.
8,10,agent,Anything else?
8,11,customer,I’ll take one curry chicken katsu.
8,12,agent,I’ve got that.
8,13,customer,I’ll take one tonkotsu ramen.
8,14,agent,Sure.
8,15,agent,Next item?
8,16,customer,"Actually, hang on."
8,17,customer,I’ll take one a a c roll.
8,18,agent,Sounds good.
8,19,customer,That should do it.
8,20,agent,Pickup or delivery?
8,21,customer,Pickup.
8,22,agent,We’ll get started on that.
8,23,customer,Thank you.
9,0,agent,"Hello, restaurant speaking."
9,1,customer,"Hey, can I order some food?"
9,2,customer,I’ll take one bacon burger.
9,3,agent,Okay.
9,4,agent,Go ahead.
9,5,customer,"Uh, let me think."
9,6,customer,I’ll take one caesar salad.
9,7,agent,Sounds good.
9,8,customer,"Yep, that’s it."
9,9,agent,Pickup or delivery?
9,10,customer,Delivery.
9,11,agent,We’ll get started on that.
9,12,customer,Thank you.
10,0,agent,"Hi, thanks for calling."
10,1,customer,"Hello, I need to order dinner."
10,2,customer,I’ll take one general tso chicken.
10,3,agent,All right.
10,4,agent,Anything else?
10,5,customer,One second.
10,6,customer,I’ll take one kung pao chicken.
10,7,agent,Sure.
10,8,customer,I’ll take one vegetable fried rice.
10,9,agent,Okay.
10,10,customer,"Actually, hang on."
10,11,customer,I’ll take one beef with broccoli.
10,12,agent,Sounds good.
10,13,agent,Anything else?
10,14,customer,I’ll take one pork dumplings.
10,15,agent,Sure.
10,16,agent,Anything else?
10,17,customer,One second.
10,18,customer,I’ll take one hot and sour soup.
10,19,agent,Okay.
10,20,customer,I’ll take one sesame chicken.
10,21,agent,Gotcha.
10,22,customer,"Yep, that’s it."
10,23,agent,Pickup or delivery?
10,24,customer,Delivery.
10,25,agent,We’ll get started on that.
10,26,customer,Thank you.
11,0,agent,Thank you for calling.
11,1,customer,"Hello, I need to order dinner."
11,2,customer,I’ll take one caesar salad.
11,3,agent,Added.
11,4,agent,Go ahead.
11,5,customer,I’ll take one milkshake.
11,6,agent,Gotcha.
11,7,customer,"Uh, let me think."
11,8,customer,I’ll take one grilled chicken sandwich.
11,9,customer,I think that’s all.
11,10,agent,Pickup or delivery?
11,11,customer,Delivery.
11,12,agent,"Thanks, we’ll take care of it."
11,13,customer,Thank you.
12,0,agent,"Good evening, how can I help you?"
12,1,customer,I’m calling in an order.
12,2,customer,I’ll take one onion rings.
12,3,agent,Anything else?
12,4,customer,I’ll take one chicken tenders.
12,5,agent,Sounds good.
12,6,customer,I’ll take one bacon burger.
12,7,agent,Go ahead.
12,8,customer,One second.
12,9,customer,I’ll take one grilled chicken sandwich.
12,10,agent,No problem.
12,11,customer,"Yep, that’s it."
12,12,agent,Pickup or delivery?
12,13,customer,Delivery.
12,14,agent,We’ll get started on that.
12,15,customer,Thank you.
13,0,agent,Thank you for calling.
13,1,customer,"Hello, I need to order dinner."
13,2,customer,I’ll take one general tso chicken.
13,3,agent,I’ve got that.
13,4,agent,Anything else?
13,5,customer,I’ll take one hot and sour soup.
13,6,agent,Gotcha.
13,7,agent,What else can I get you?
13,8,customer,"Actually, hang on."
13,9,customer,I’ll take one pork dumplings.
13,10,agent,Sounds good.
13,11,customer,I’ll take one beef with broccoli.
13,12,customer,I’ll take one kung pao chicken.
13,13,agent,Gotcha.
13,14,agent,Next item?
13,15,customer,Sorry—
13,16,customer,I’ll take one sesame chicken.
13,17,agent,Gotcha.
13,18,agent,What else can I get you?
13,19,customer,I’ll take one vegetable fried rice.
13,20,agent,Okay.
13,21,customer,That’s everything.
13,22,agent,Pickup or delivery?
13,23,customer,Pickup.
13,24,agent,That’ll be ready shortly.
13,25,customer,Thank you.
14,0,agent,"Hi, thanks for calling."
14,1,customer,I’m calling in an order.
14,2,customer,I’ll take one garlic bread.
14,3,agent,Gotcha.
14,4,agent,Next item?
14,5,customer,I’ll take one pepperoni pizza.
14,6,agent,No problem.
14,7,customer,"Uh, let me think."
14,8,customer,I’ll take one veggie pizza.
14,9,agent,All right.
14,10,customer,I’ll take one margherita pizza.
14,11,agent,I’ve got that.
14,12,agent,Anything else?
14,13,customer,I’ll take one large cheese pizza.
14,14,agent,Okay.
14,15,agent,Keep going.
14,16,customer,I’ll take one meat lovers pizza.
14,17,agent,No problem.
14,18,customer,I think that’s all.
14,19,agent,Pickup or delivery?
14,20,customer,Delivery.
14,21,agent,We’ll get started on that.
14,22,customer,Thank you.
15,0,agent,Thank you for calling.
15,1,customer,"Hello, I need to order dinner."
15,2,customer,I’ll take one calzone.
15,3,agent,Gotcha.
15,4,customer,Sorry—
15,5,customer,I’ll take one pepperoni pizza.
15,6,agent,Added.
15,7,agent,Go ahead.
15,8,customer,I’ll take one meat lovers pizza.
15,9,agent,Sounds good.
15,10,agent,Go ahead.
15,11,customer,I’ll take one large cheese pizza.
15,12,agent,Sure.
15,13,customer,I think that’s all.
15,14,agent,Pickup or delivery?
15,15,customer,Delivery.
15,16,agent,We’ll get started on that.
15,17,customer,Thank you.
16,0,agent,Thank you for calling.
16,1,customer,"Hey, can I order some food?"
16,2,customer,I’ll take one cheeseburger.
16,3,agent,All right.
16,4,agent,What else can I get you?
16,5,customer,I’ll take one grilled chicken sandwich.
16,6,agent,Sure.
16,7,agent,What else can I get you?
16,8,customer,I’ll take one fries.
16,9,agent,Okay.
16,10,agent,Keep going.
16,11,customer,I’ll take one milkshake.
16,12,agent,Sure.
16,13,agent,Next item?
16,14,customer,"Actually, hang on."
16,15,customer,I’ll take one chicken tenders.
16,16,agent,I’ve got that.
16,17,agent,Go ahead.
16,18,customer,"Actually, hang on."
16,19,customer,I’ll take one onion rings.
16,20,agent,I’ve got that.
16,21,agent,Go ahead.
16,22,customer,One second.
16,23,customer,I’ll take one caesar salad.
16,24,agent,Gotcha.
16,25,customer,"Yep, that’s it."
16,26,agent,Pickup or delivery?
16,27,customer,Pickup.
16,28,agent,"Thanks, we’ll take care of it."
16,29,customer,Thank you.
17,0,agent,"Hello, restaurant speaking."
17,1,customer,"Hello, I need to order dinner."
17,2,customer,I’ll take one chicken tenders.
17,3,agent,Added.
17,4,agent,Go ahead.
17,5,customer,I’ll take one cheeseburger.
17,6,agent,All right.
17,7,customer,"Uh, let me think."
17,8,customer,I’ll take one grilled chicken sandwich.
17,9,agent,No problem.
17,10,agent,Keep going.
17,11,customer,I’ll take one fries.
17,12,agent,Sure.
17,13,agent,Keep going.
17,14,customer,I’ll take one onion rings.
17,15,agent,Next item?
17,16,customer,I’ll take one bacon burger.
17,17,agent,I’ve got that.
17,18,customer,I think that’s all.
17,19,agent,Pickup or delivery?
17,20,customer,Delivery.
17,21,agent,"Thanks, we’ll take care of it."
17,22,customer,Thank you.
18,0,agent,"Hi, thanks for calling."
18,1,customer,"Hey, can I order some food?"
18,2,customer,"Uh, let me think."
18,3,customer,I’ll take one fries.
18,4,agent,I’ve got that.
18,5,agent,Anything else?
18,6,customer,One second.
18,7,customer,I’ll take one cheeseburger.
18,8,agent,Sounds good.
18,9,agent,Next item?
18,10,customer,I’ll take one milkshake.
18,11,agent,All right.
18,12,agent,What else can I get you?
18,13,customer,I’ll take one onion rings.
18,14,agent,All right.
18,15,agent,Next item?
18,16,customer,Sorry—
18,17,customer,I’ll take one bacon burger.
18,18,agent,Next item?
18,19,customer,I’ll take one caesar salad.
18,20,agent,Added.
18,21,customer,"Yep, that’s it."
18,22,agent,Pickup or delivery?
18,23,customer,Pickup.
18,24,agent,"Thanks, we’ll take care of it."
18,25,customer,Thank you.
19,0,agent,"Hi, thanks for calling."
19,1,customer,I’m calling in an order.
19,2,customer,I’ll take one shrimp lo mein.
19,3,agent,No problem.
19,4,customer,Sorry—
19,5,customer,I’ll take one general tso chicken.
19,6,agent,Okay.
19,7,customer,That’s everything.
19,8,agent,Pickup or delivery?
19,9,customer,Pickup.
19,10,agent,That’ll be ready shortly.
19,11,customer,Thank you.
20,0,agent,"Good evening, how can I help you?"
20,1,customer,"Hi, I’d like to place an order."
20,2,customer,I’ll take one bacon burger.
20,3,agent,All right.
20,4,customer,One second.
20,5,customer,I’ll take one milkshake.
20,6,agent,No problem.
20,7,agent,Anything else?
20,8,customer,I’ll take one fries.
20,9,agent,Next item?
20,10,customer,I’ll take one caesar salad.
20,11,agent,Okay.
20,12,customer,I think that’s all.
20,13,agent,Pickup or delivery?
20,14,customer,Pickup.
20,15,agent,We’ll get started on that.
20,16,customer,Thank you.
21,0,agent,"Hello, restaurant speaking."
21,1,customer,"Hi, I’d like to place an order."
21,2,customer,I’ll take one sesame chicken.
21,3,agent,Sounds good.
21,4,agent,What else can I get you?
21,5,customer,I’ll take one pork dumplings.
21,6,agent,Sure.
21,7,customer,I’ll take one general tso chicken.
21,8,agent,Sure.
21,9,agent,Anything else?
21,10,customer,I’ll take one hot and sour soup.
21,11,customer,I’ll take one beef with broccoli.
21,12,agent,Sounds good.
21,13,agent,Go ahead.
21,14,customer,I’ll take one kung pao chicken.
21,15,agent,All right.
21,16,customer,That should do it.
21,17,agent,Pickup or delivery?
21,18,customer,Pickup.
21,19,agent,That’ll be ready shortly.
21,20,customer,Thank you.
22,0,agent,"Hi, thanks for calling."
22,1,customer,"Hey, can I order some food?"
22,2,customer,Sorry—
22,3,customer,I’ll take one eggplant rollatini.
22,4,agent,I’ve got that.
22,5,customer,I’ll take one fettuccine alfredo.
22,6,agent,All right.
22,7,agent,What else can I get you?
22,8,customer,Sorry—
22,9,customer,I’ll take one garlic knots.
22,10,agent,All right.
22,11,agent,Next item?
22,12,customer,I’ll take one caesar salad.
22,13,agent,All right.
22,14,customer,I’ll take one lasagna.
22,15,agent,Sure.
22,16,customer,Sorry—
22,17,customer,I’ll take one chicken parmesan.
22,18,agent,Added.
22,19,agent,Next item?
22,20,customer,"Actually, hang on."
22,21,customer,I’ll take one penne vodka.
22,22,agent,Sounds good.
22,23,customer,"Yep, that’s it."
22,24,agent,Pickup or delivery?
22,25,customer,Pickup.
22,26,agent,We’ll get started on that.
22,27,customer,Thank you.
23,0,agent,Thank you for calling.
23,1,customer,I’m calling in an order.
23,2,customer,I’ll take one caesar salad.
23,3,agent,Okay.
23,4,agent,What else can I get you?
23,5,customer,I’ll take one cheeseburger.
23,6,agent,I’ve got that.
23,7,customer,That’s everything.
23,8,agent,Pickup or delivery?
23,9,customer,Delivery.
23,10,agent,"Thanks, we’ll take care of it."
23,11,customer,Thank you.
24,0,agent,"Hello, restaurant speaking."
24,1,customer,"Hey, can I order some food?"
24,2,customer,I’ll take one general tso chicken.
24,3,agent,Next item?
24,4,customer,I’ll take one pork dumplings.
24,5,agent,All right.
24,6,customer,I think that’s all.
24,7,agent,Pickup or delivery?
24,8,customer,Pickup.
24,9,agent,That’ll be ready shortly.
24,10,customer,Thank you.
25,0,agent,"Good evening, how can I help you?"
25,1,customer,"Hey, can I order some food?"
25,2,customer,I’ll take one buffalo chicken pizza.
25,3,agent,Okay.
25,4,agent,Go ahead.
25,5,customer,I’ll take one veggie pizza.
25,6,agent,Next item?
25,7,customer,I’ll take one garlic bread.
25,8,agent,Okay.
25,9,agent,Keep going.
25,10,customer,I’ll take one meat lovers pizza.
25,11,agent,Gotcha.
25,12,customer,That should do it.
25,13,agent,Pickup or delivery?
25,14,customer,Pickup.
25,15,agent,"Thanks, we’ll take care of it."
25,16,customer,Thank you.
26,0,agent,"Good evening, how can I help you?"
26,1,customer,I’m calling in an order.
26,2,customer,I’ll take one edamame.
26,3,agent,Go ahead.
26,4,customer,Sorry—
26,5,customer,I’ll take one black dragon roll.
26,6,agent,Sounds good.
26,7,customer,That’s everything.
26,8,agent,Pickup or delivery?
26,9,customer,Pickup.
26,10,agent,We’ll get started on that.
26,11,customer,Thank you.
27,0,agent,"Hi, thanks for calling."
27,1,customer,"Hey, can I order some food?"
27,2,customer,I’ll take one garlic bread.
27,3,agent,All right.
27,4,customer,I’ll take one large cheese pizza.
27,5,agent,All right.
27,6,agent,Next item?
27,7,customer,I’ll take one buffalo chicken pizza.
27,8,agent,Added.
27,9,agent,Keep going.
27,10,customer,I’ll take one calzone.
27,11,agent,Anything else?
27,12,customer,"Uh, let me think."
27,13,customer,I’ll take one margherita pizza.
27,14,agent,Sure.
27,15,agent,Next item?
27,16,customer,One second.
27,17,customer,I’ll take one veggie pizza.
27,18,agent,Okay.
27,19,customer,I’ll take one meat lovers pizza.
27,20,agent,All right.
27,21,customer,"Yep, that’s it."
27,22,agent,Pickup or delivery?
27,23,customer,Pickup.
27,24,agent,"Thanks, we’ll take care of it."
27,25,customer,Thank you.
28,0,agent,"Hello, restaurant speaking."
28,1,customer,"Hello, I need to order dinner."
28,2,customer,I’ll take one salmon roe.
28,3,agent,No problem.
28,4,agent,Anything else?
28,5,customer,I’ll take one fuji mountain roll.
28,6,agent,Added.
28,7,customer,"Yep, that’s it."
28,8,agent,Pickup or delivery?
28,9,customer,Pickup.
28,10,agent,That’ll be ready shortly.
28,11,customer,Thank you.
29,0,agent,"Good evening, how can I help you?"
29,1,customer,"Hi, I’d like to place an order."
29,2,customer,I’ll take one bacon burger.
29,3,agent,Added.
29,4,agent,What else can I get you?
29,5,customer,I’ll take one caesar salad.
29,6,agent,Sure.
29,7,agent,Go ahead.
29,8,customer,I’ll take one cheeseburger.
29,9,agent,Okay.
29,10,agent,Go ahead.
29,11,customer,I’ll take one fries.
29,12,agent,Okay.
29,13,agent,Keep going.
29,14,customer,"Actually, hang on."
29,15,customer,I’ll take one onion rings.
29,16,agent,I’ve got that.
29,17,agent,Keep going.
29,18,customer,I’ll take one grilled chicken sandwich.
29,19,customer,That’s everything.
29,20,agent,Pickup or delivery?
29,21,customer,Pickup.
29,22,agent,That’ll be ready shortly.
29,23,customer,Thank you.
30,0,agent,"Good evening, how can I help you?"
30,1,customer,"Hi, I’d like to place an order."
30,2,customer,I’ll take one garlic bread.
30,3,agent,Next item?
30,4,customer,I’ll take one meat lovers pizza.
30,5,agent,What else can I get you?
30,6,customer,I’ll take one veggie pizza.
30,7,agent,I’ve got that.
30,8,agent,Anything else?
30,9,customer,"Actually, hang on."
30,10,customer,I’ll take one buffalo chicken pizza.
30,11,agent,Sure.
30,12,customer,That’s everything.
30,13,agent,Pickup or delivery?
30,14,customer,Delivery.
30,15,agent,We’ll get started on that.
30,16,customer,Thank you.
31,0,agent,"Hi, thanks for calling."
31,1,customer,I’m calling in an order.
31,2,customer,"Uh, let me think."
31,3,customer,I’ll take one meat lovers pizza.
31,4,agent,No problem.
31,5,agent,What else can I get you?
31,6,customer,I’ll take one large cheese pizza.
31,7,agent,Gotcha.
31,8,customer,I’ll take one margherita pizza.
31,9,agent,Okay.
31,10,customer,I’ll take one pepperoni pizza.
31,11,agent,Sure.
31,12,agent,Anything else?
31,13,customer,I’ll take one buffalo chicken pizza.
31,14,agent,I’ve got that.
31,15,agent,Anything else?
31,16,customer,I’ll take one veggie pizza.
31,17,agent,All right.
31,18,customer,That should do it.
31,19,agent,Pickup or delivery?
31,20,customer,Pickup.
31,21,agent,That’ll be ready shortly.
31,22,customer,Thank you.
32,0,agent,Thank you for calling.
32,1,customer,"Hey, can I order some food?"
32,2,customer,I’ll take one garlic bread.
32,3,agent,Gotcha.
32,4,agent,Next item?
32,5,customer,"Uh, let me think."
32,6,customer,I’ll take one margherita pizza.
32,7,agent,Okay.
32,8,agent,Go ahead.
32,9,customer,Sorry—
32,10,customer,I’ll take one buffalo chicken pizza.
32,11,agent,Go ahead.
32,12,customer,I’ll take one pepperoni pizza.
32,13,agent,Sounds good.
32,14,customer,I’ll take one meat lovers pizza.
32,15,agent,No problem.
32,16,customer,I think that’s all.
32,17,agent,Pickup or delivery?
32,18,customer,Pickup.
32,19,agent,"Thanks, we’ll take care of it."
32,20,customer,Thank you.
33,0,agent,Thank you for calling.
33,1,customer,I’m calling in an order.
33,2,customer,Sorry—
33,3,customer,I’ll take one guacamole and chips.
33,4,agent,Sounds good.
33,5,customer,I’ll take one chicken enchiladas.
33,6,agent,All right.
33,7,agent,Anything else?
33,8,customer,I’ll take one steak burrito.
33,9,agent,Sure.
33,10,customer,That should do it.
33,11,agent,Pickup or delivery?
33,12,customer,Delivery.
33,13,agent,We’ll get started on that.
33,14,customer,Thank you.
34,0,agent,"Good evening, how can I help you?"
34,1,customer,"Hello, I need to order dinner."
34,2,customer,I’ll take one sparkling water.
34,3,agent,No problem.
34,4,agent,Keep going.
34,5,customer,I’ll take one ahi tuna.
34,6,agent,What else can I get you?
34,7,customer,I’ll take one shokudo roll.
34,8,customer,I’ll take one eel cucumber roll.
34,9,agent,Sure.
34,10,agent,Next item?
34,11,customer,I’ll take one coral sea.
34,12,agent,Okay.
34,13,customer,One second.
34,14,customer,I’ll take one scallop.
34,15,agent,Sounds good.
34,16,customer,That’s everything.
34,17,agent,Pickup or delivery?
34,18,customer,Pickup.
34,19,agent,"Thanks, we’ll take care of it."
34,20,customer,Thank you.
35,0,agent,"Good evening, how can I help you?"
35,1,customer,"Hey, can I order some food?"
35,2,customer,I’ll take one cucumber avocado roll.
35,3,agent,I’ve got that.
35,4,customer,I’ll take one twelve pieces sashimi.
35,5,agent,Sounds good.
35,6,agent,This comes with miso soup or salad. Which would you like?
35,7,customer,Soup.
35,8,customer,That’s everything.
35,9,agent,Pickup or delivery?
35,10,customer,Pickup.
35,11,agent,You’re all set.
35,12,customer,Thank you.
36,0,agent,"Hello, restaurant speaking."
36,1,customer,"Hello, I need to order dinner."
36,2,customer,I’ll take one chicken enchiladas.
36,3,agent,Sounds good.
36,4,agent,Go ahead.
36,5,customer,I’ll take one chicken tacos.
36,6,agent,Sounds good.
36,7,customer,That should do it.
36,8,agent,Pickup or delivery?
36,9,customer,Delivery.
36,10,agent,"Thanks, we’ll take care of it."
36,11,customer,Thank you.
37,0,agent,"Hi, thanks for calling."
37,1,customer,I’m calling in an order.
37,2,customer,I’ll take one buffalo chicken pizza.
37,3,agent,All right.
37,4,customer,I’ll take one meat lovers pizza.
37,5,agent,I’ve got that.
37,6,customer,I’ll take one garlic bread.
37,7,agent,Sure.
37,8,agent,Anything else?
37,9,customer,"Actually, hang on."
37,10,customer,I’ll take one veggie pizza.
37,11,agent,No problem.
37,12,agent,Anything else?
37,13,customer,I’ll take one calzone.
37,14,agent,Added.
37,15,customer,That should do it.
37,16,agent,Pickup or delivery?
37,17,customer,Delivery.
37,18,agent,You’re all set.
37,19,customer,Thank you.
38,0,agent,Thank you for calling.
38,1,customer,"Hello, I need to order dinner."
38,2,customer,Sorry—
38,3,customer,I’ll take one beef with broccoli.
38,4,agent,Gotcha.
38,5,agent,Go ahead.
38,6,customer,"Actually, hang on."
38,7,customer,I’ll take one kung pao chicken.
38,8,agent,Sounds good.
38,9,agent,What else can I get you?
38,10,customer,I’ll take one shrimp lo mein.
38,11,agent,Gotcha.
38,12,agent,Go ahead.
38,13,customer,I’ll take one sesame chicken.
38,14,agent,All right.
38,15,agent,Next item?
38,16,customer,I’ll take one general tso chicken.
38,17,agent,Sure.
38,18,agent,Next item?
38,19,customer,I’ll take one vegetable fried rice.
38,20,agent,Gotcha.
38,21,customer,That’s everything.
38,22,agent,Pickup or delivery?
38,23,customer,Delivery.
38,24,agent,"Thanks, we’ll take care of it."
38,25,customer,Thank you.
39,0,agent,"Hi, thanks for calling."
39,1,customer,I’m calling in an order.
39,2,customer,One second.
39,3,customer,I’ll take one summer kiss roll.
39,4,agent,Sounds good.
39,5,agent,Next item?
39,6,customer,"Actually, hang on."
39,7,customer,I’ll take one cowboy roll.
39,8,agent,Gotcha.
39,9,agent,Keep going.
39,10,customer,I’ll take one ginger ale.
39,11,agent,Sure.
39,12,customer,That’s everything.
39,13,agent,Pickup or delivery?
39,14,customer,Delivery.
39,15,agent,That’ll be ready shortly.
39,16,customer,Thank you.
40,0,agent,Thank you for calling.
40,1,customer,"Hi, I’d like to place an order."
40,2,customer,I’ll take one guacamole and chips.
40,3,agent,I’ve got that.
40,4,agent,Next item?
40,5,customer,I’ll take one rice and beans.
40,6,agent,Gotcha.
40,7,customer,I think that’s all.
40,8,agent,Pickup or delivery?
40,9,customer,Pickup.
40,10,agent,That’ll be ready shortly.
40,11,customer,Thank you.
41,0,agent,"Hello, restaurant speaking."
41,1,customer,"Hello, I need to order dinner."
41,2,customer,One second.
41,3,customer,I’ll take one chicken tacos.
41,4,agent,Okay.
41,5,agent,Next item?
41,6,customer,"Actually, hang on."
41,7,customer,I’ll take one carnitas tacos.
41,8,agent,All right.
41,9,agent,Next item?
41,10,customer,"Uh, let me think."
41,11,customer,I’ll take one rice and beans.
41,12,agent,Okay.
41,13,customer,I think that’s all.
41,14,agent,Pickup or delivery?
41,15,customer,Pickup.
41,16,agent,That’ll be ready shortly.
41,17,customer,Thank you.
42,0,agent,"Good evening, how can I help you?"
42,1,customer,"Hi, I’d like to place an order."
42,2,customer,Sorry—
42,3,customer,I’ll take one steak burrito.
42,4,agent,Added.
42,5,agent,Go ahead.
42,6,customer,I’ll take one guacamole and chips.
42,7,agent,Sounds good.
42,8,agent,Go ahead.
42,9,customer,I’ll take one rice and beans.
42,10,agent,Gotcha.
42,11,customer,That’s everything.
42,12,agent,Pickup or delivery?
42,13,customer,Delivery.
42,14,agent,We’ll get started on that.
42,15,customer,Thank you.
43,0,agent,Thank you for calling.
43,1,customer,I’m calling in an order.
43,2,customer,Sorry—
43,3,customer,I’ll take one seaweed salad.
43,4,agent,Sure.
43,5,customer,"Actually, hang on."
43,6,customer,I’ll take one peanut avocado roll.
43,7,agent,All right.
43,8,agent,Next item?
43,9,customer,Sorry—
43,10,customer,I’ll take one kani salad.
43,11,customer,"Yep, that’s it."
43,12,agent,Pickup or delivery?
43,13,customer,Pickup.
43,14,agent,"Thanks, we’ll take care of it."
43,15,customer,Thank you.
44,0,agent,"Good evening, how can I help you?"
44,1,customer,"Hey, can I order some food?"
44,2,customer,One second.
44,3,customer,I’ll take one caesar salad.
44,4,agent,Added.
44,5,agent,Go ahead.
44,6,customer,"Actually, hang on."
44,7,customer,I’ll take one milkshake.
44,8,agent,Okay.
44,9,agent,Keep going.
44,10,customer,"Uh, let me think."
44,11,customer,I’ll take one chicken tenders.
44,12,agent,Gotcha.
44,13,customer,That’s everything.
