dialog_id,utterance_id,speaker,text
13,6,customer,I’ll take one steak burrito.
13,7,agent,Sounds good.
13,8,customer,I’ll take one chicken enchiladas.
13,9,agent,All right.
13,10,agent,Go ahead.
13,11,customer,One second.
13,12,customer,I’ll take one carnitas tacos.
13,13,agent,Sure.
13,14,customer,I’ll take one chicken tacos.
13,15,agent,All right.
13,16,agent,Keep going.
13,17,customer,"Actually, hang on."
13,18,customer,I’ll take one rice and beans.
13,19,agent,No problem.
13,20,customer,That should do it.
13,21,agent,Pickup or delivery?
13,22,customer,Delivery.
13,23,agent,That’ll be ready shortly.
13,24,customer,Thank you.
14,0,agent,"Hello, restaurant speaking."
14,1,customer,"Hey, can I order some food?"
14,2,customer,I’ll take one salmon roll.
14,3,agent,I’ve got that.
14,4,customer,I’ll take one hackettstown roll.
14,5,agent,No problem.
14,6,agent,What else can I get you?
14,7,customer,One second.
14,8,customer,I’ll take one masago.
14,9,agent,Sounds good.
14,10,customer,I’ll take one pink lady roll.
14,11,agent,Sure.
14,12,agent,Go ahead.
14,13,customer,I’ll take one seafood udon ramen.
14,14,agent,Gotcha.
14,15,customer,I’ll take one cucumber avocado roll.
14,16,customer,"Yep, that’s it."
14,17,agent,Pickup or delivery?
14,18,customer,Pickup.
14,19,agent,That’ll be ready shortly.
14,20,customer,Thank you.
15,0,agent,"Hi, thanks for calling."
15,1,customer,"Hey, can I order some food?"
15,2,customer,I’ll take one sesame chicken.
15,3,agent,All right.
15,4,agent,Anything else?
15,5,customer,I’ll take one pork dumplings.
15,6,agent,Gotcha.
15,7,agent,Keep going.
15,8,customer,"Actually, hang on."
15,9,customer,I’ll take one vegetable fried rice.
15,10,agent,Gotcha.
15,11,customer,I’ll take one shrimp lo mein.
15,12,agent,Okay.
15,13,customer,That should do it.
15,14,agent,Pickup or delivery?
15,15,customer,Delivery.
15,16,agent,That’ll be ready shortly.
15,17,customer,Thank you.
16,0,agent,"Hi, thanks for calling."
16,1,customer,"Hello, I need to order dinner."
16,2,customer,I’ll take one calzone.
16,3,agent,I’ve got that.
16,4,agent,What else can I get you?
16,5,customer,I’ll take one pepperoni pizza.
16,6,agent,Sure.
16,7,agent,Keep going.
16,8,customer,I’ll take one meat lovers pizza.
16,9,agent,Sounds good.
16,10,customer,That should do it.
16,11,agent,Pickup or delivery?
16,12,customer,Pickup.
16,13,agent,You’re all set.
16,14,customer,Thank you.
17,0,agent,Thank you for calling.
17,1,customer,I’m calling in an order.
17,2,customer,I’ll take one salmon lover roll.
17,3,agent,I’ve got that.
17,4,agent,What else can I get you?
17,5,customer,I’ll take one eel dragon roll.
17,6,agent,Sounds good.
17,7,agent,Anything else?
17,8,customer,I’ll take one house poke bowl.
17,9,agent,All right.
17,10,customer,That should do it.
17,11,agent,Pickup or delivery?
17,12,customer,Pickup.
17,13,agent,"Thanks, we’ll take care of it."
17,14,customer,Thank you.
18,0,agent,Thank you for calling.
18,1,customer,"Hey, can I order some food?"
18,2,customer,I’ll take one large cheese pizza.
18,3,agent,All right.
18,4,agent,Next item?
18,5,customer,I’ll take one garlic bread.
18,6,agent,Gotcha.
18,7,agent,Anything else?
18,8,customer,I’ll take one calzone.
18,9,agent,All right.
18,10,customer,One second.
18,11,customer,I’ll take one buffalo chicken pizza.
18,12,agent,Sure.
18,13,agent,Keep going.
18,14,customer,I’ll take one meat lovers pizza.
18,15,agent,I’ve got that.
18,16,customer,I think that’s all.
18,17,agent,Pickup or delivery?
18,18,customer,Delivery.
18,19,agent,We’ll get started on that.
18,20,customer,Thank you.
19,0,agent,"Good evening, how can I help you?"
19,1,customer,"Hello, I need to order dinner."
19,2,customer,"Uh, let me think."
19,3,customer,I’ll take one spaghetti and meatballs.
19,4,agent,Sounds good.
19,5,agent,Go ahead.
19,6,customer,Sorry—
19,7,customer,I’ll take one penne vodka.
19,8,agent,I’ve got that.
19,9,agent,Go ahead.
19,10,customer,I’ll take one chicken parmesan.
19,11,agent,Added.
19,12,agent,What else can I get you?
19,13,customer,I’ll take one lasagna.
19,14,agent,No problem.
19,15,customer,"Actually, hang on."
19,16,customer,I’ll take one eggplant rollatini.
19,17,agent,Sounds good.
19,18,customer,That should do it.
19,19,agent,Pickup or delivery?
19,20,customer,Pickup.
19,21,agent,That’ll be ready shortly.
19,22,customer,Thank you.
20,0,agent,Thank you for calling.
20,1,customer,I’m calling in an order.
20,2,customer,Sorry—
20,3,customer,I’ll take one caesar salad.
20,4,agent,Sure.
20,5,agent,Keep going.
20,6,customer,I’ll take one spaghetti and meatballs.
20,7,agent,Added.
20,8,agent,Anything else?
20,9,customer,I’ll take one garlic knots.
20,10,agent,I’ve got that.
20,11,customer,That’s everything.
20,12,agent,Pickup or delivery?
20,13,customer,Delivery.
20,14,agent,We’ll get started on that.
20,15,customer,Thank you.
21,0,agent,"Hi, thanks for calling."
21,1,customer,"Hey, can I order some food?"
21,2,customer,I’ll take one garlic bread.
21,3,agent,Sounds good.
21,4,agent,Anything else?
21,5,customer,I’ll take one buffalo chicken pizza.
21,6,agent,Gotcha.
21,7,agent,What else can I get you?
21,8,customer,"Actually, hang on."
21,9,customer,I’ll take one veggie pizza.
21,10,agent,No problem.
21,11,customer,I’ll take one pepperoni pizza.
21,12,agent,Gotcha.
21,13,customer,That’s everything.
21,14,agent,Pickup or delivery?
21,15,customer,Delivery.
21,16,agent,We’ll get started on that.
21,17,customer,Thank you.
22,0,agent,Thank you for calling.
22,1,customer,I’m calling in an order.
22,2,customer,"Uh, let me think."
22,3,customer,I’ll take one general tso chicken.
22,4,agent,Gotcha.
22,5,agent,Keep going.
22,6,customer,I’ll take one hot and sour soup.
22,7,agent,Sure.
22,8,agent,Next item?
22,9,customer,I’ll take one shrimp lo mein.
22,10,agent,Gotcha.
22,11,agent,Next item?
22,12,customer,I’ll take one beef with broccoli.
22,13,agent,Sure.
22,14,customer,"Yep, that’s it."
22,15,agent,Pickup or delivery?
22,16,customer,Pickup.
22,17,agent,We’ll get started on that.
22,18,customer,Thank you.
23,0,agent,"Good evening, how can I help you?"
23,1,customer,"Hi, I’d like to place an order."
23,2,customer,I’ll take one fries.
23,3,agent,Okay.
23,4,agent,Next item?
23,5,customer,One second.
23,6,customer,I’ll take one cheeseburger.
23,7,agent,No problem.
23,8,customer,That should do it.
23,9,agent,Pickup or delivery?
23,10,customer,Delivery.
23,11,agent,You’re all set.
23,12,customer,Thank you.
24,0,agent,"Good evening, how can I help you?"
24,1,customer,"Hey, can I order some food?"
24,2,customer,"Uh, let me think."
24,3,customer,I’ll take one buffalo chicken pizza.
24,4,agent,Gotcha.
24,5,agent,Next item?
24,6,customer,I’ll take one garlic bread.
24,7,agent,Sounds good.
24,8,agent,Anything else?
24,9,customer,I’ll take one veggie pizza.
24,10,agent,Okay.
24,11,agent,Keep going.
24,12,customer,I’ll take one meat lovers pizza.
24,13,customer,I’ll take one calzone.
24,14,agent,Gotcha.
24,15,customer,"Yep, that’s it."
24,16,agent,Pickup or delivery?
24,17,customer,Delivery.
24,18,agent,"Thanks, we’ll take care of it."
24,19,customer,Thank you.
25,0,agent,"Hi, thanks for calling."
25,1,customer,"Hey, can I order some food?"
25,2,customer,I’ll take one vegetable fried rice.
25,3,agent,I’ve got that.
25,4,customer,One second.
25,5,customer,I’ll take one sesame chicken.
25,6,agent,No problem.
25,7,customer,That should do it.
25,8,agent,Pickup or delivery?
25,9,customer,Delivery.
25,10,agent,"Thanks, we’ll take care of it."
25,11,customer,Thank you.
26,0,agent,"Good evening, how can I help you?"
26,1,customer,I’m calling in an order.
26,2,customer,I’ll take one garlic knots.
26,3,agent,Go ahead.
26,4,customer,I’ll take one chicken parmesan.
26,5,agent,I’ve got that.
26,6,agent,Anything else?
26,7,customer,I’ll take one caesar salad.
26,8,customer,"Uh, let me think."
26,9,customer,I’ll take one fettuccine alfredo.
26,10,agent,Gotcha.
26,11,agent,Anything else?
26,12,customer,One second.
26,13,customer,I’ll take one spaghetti and meatballs.
26,14,agent,Sounds good.
26,15,agent,Next item?
26,16,customer,"Actually, hang on."
26,17,customer,I’ll take one lasagna.
26,18,agent,Gotcha.
26,19,customer,That should do it.
26,20,agent,Pickup or delivery?
26,21,customer,Delivery.
26,22,agent,"Thanks, we’ll take care of it."
26,23,customer,Thank you.
27,0,agent,"Good evening, how can I help you?"
27,1,customer,"Hey, can I order some food?"
27,2,customer,I’ll take one rice and beans.
27,3,agent,All right.
27,4,customer,I’ll take one cheese quesadilla.
27,5,agent,Sure.
27,6,agent,Anything else?
27,7,customer,I’ll take one chicken enchiladas.
27,8,agent,Next item?
27,9,customer,I’ll take one guacamole and chips.
27,10,agent,No problem.
27,11,customer,That’s everything.
27,12,agent,Pickup or delivery?
27,13,customer,Pickup.
27,14,agent,That’ll be ready shortly.
27,15,customer,Thank you.
28,0,agent,"Hi, thanks for calling."
28,1,customer,"Hey, can I order some food?"
28,2,customer,I’ll take one margherita pizza.
28,3,agent,Gotcha.
28,4,agent,Go ahead.
28,5,customer,"Actually, hang on."
28,6,customer,I’ll take one meat lovers pizza.
28,7,agent,Sounds good.
28,8,customer,I think that’s all.
28,9,agent,Pickup or delivery?
28,10,customer,Pickup.
28,11,agent,You’re all set.
28,12,customer,Thank you.
29,0,agent,Thank you for calling.
29,1,customer,"Hi, I’d like to place an order."
29,2,customer,"Uh, let me think."
29,3,customer,I’ll take one shrimp lo mein.
29,4,agent,Okay.
29,5,agent,Keep going.
29,6,customer,Sorry—
29,7,customer,I’ll take one vegetable fried rice.
29,8,customer,I’ll take one kung pao chicken.
29,9,agent,Sure.
29,10,agent,What else can I get you?
29,11,customer,I’ll take one sesame chicken.
29,12,agent,All right.
29,13,agent,Go ahead.
29,14,customer,I’ll take one pork dumplings.
29,15,agent,Added.
29,16,customer,That should do it.
29,17,agent,Pickup or delivery?
29,18,customer,Delivery.
29,19,agent,We’ll get started on that.
29,20,customer,Thank you.
30,0,agent,"Hello, restaurant speaking."
30,1,customer,"Hello, I need to order dinner."
30,2,customer,I’ll take one milkshake.
30,3,agent,Okay.
30,4,agent,Keep going.
30,5,customer,I’ll take one onion rings.
30,6,agent,Added.
30,7,agent,What else can I get you?
30,8,customer,Sorry—
30,9,customer,I’ll take one caesar salad.
30,10,agent,Gotcha.
30,11,agent,Next item?
30,12,customer,I’ll take one chicken tenders.
30,13,agent,I’ve got that.
30,14,customer,That should do it.
30,15,agent,Pickup or delivery?
30,16,customer,Delivery.
30,17,agent,We’ll get started on that.
30,18,customer,Thank you.
31,0,agent,Thank you for calling.
31,1,customer,"Hey, can I order some food?"
31,2,customer,"Actually, hang on."
31,3,customer,I’ll take one carnitas tacos.
31,4,agent,No problem.
31,5,customer,I’ll take one rice and beans.
31,6,agent,Okay.
31,7,agent,Go ahead.
31,8,customer,I’ll take one chicken enchiladas.
31,9,agent,No problem.
31,10,agent,What else can I get you?
31,11,customer,I’ll take one cheese quesadilla.
31,12,customer,I think that’s all.
31,13,agent,Pickup or delivery?
31,14,customer,Delivery.
31,15,agent,That’ll be ready shortly.
31,16,customer,Thank you.
32,0,agent,"Good evening, how can I help you?"
32,1,customer,"Hey, can I order some food?"
32,2,customer,I’ll take one veggie pizza.
32,3,agent,No problem.
32,4,agent,What else can I get you?
32,5,customer,I’ll take one meat lovers pizza.
32,6,agent,No problem.
32,7,agent,What else can I get you?
32,8,customer,I’ll take one garlic bread.
32,9,agent,All right.
32,10,customer,I’ll take one large cheese pizza.
32,11,agent,All right.
32,12,agent,Anything else?
32,13,customer,Sorry—
32,14,customer,I’ll take one pepperoni pizza.
32,15,agent,Added.
32,16,customer,"Yep, that’s it."
32,17,agent,Pickup or delivery?
32,18,customer,Pickup.
32,19,agent,We’ll get started on that.
32,20,customer,Thank you.
33,0,agent,"Hi, thanks for calling."
33,1,customer,"Hey, can I order some food?"
33,2,customer,One second.
33,3,customer,I’ll take one fries.
33,4,agent,I’ve got that.
33,5,customer,I’ll take one cheeseburger.
33,6,agent,Added.
33,7,customer,I’ll take one chicken tenders.
33,8,agent,I’ve got that.
33,9,customer,I’ll take one grilled chicken sandwich.
33,10,agent,No problem.
33,11,customer,I think that’s all.
33,12,agent,Pickup or delivery?
33,13,customer,Pickup.
33,14,agent,We’ll get started on that.
33,15,customer,Thank you.
34,0,agent,Thank you for calling.
34,1,customer,"Hello, I need to order dinner."
34,2,customer,I’ll take one onion rings.
34,3,agent,Added.
34,4,customer,I’ll take one fries.
34,5,agent,Added.
34,6,customer,Sorry—
34,7,customer,I’ll take one grilled chicken sandwich.
34,8,agent,Okay.
34,9,customer,That’s everything.
34,10,agent,Pickup or delivery?
34,11,customer,Pickup.
34,12,agent,You’re all set.
34,13,customer,Thank you.
35,0,agent,"Good evening, how can I help you?"
35,1,customer,"Hello, I need to order dinner."
35,2,customer,Sorry—
35,3,customer,I’ll take one sesame chicken.
35,4,agent,Gotcha.
35,5,agent,Go ahead.
35,6,customer,One second.
35,7,customer,I’ll take one vegetable fried rice.
35,8,agent,Sounds good.
35,9,agent,Anything else?
35,10,customer,I’ll take one kung pao chicken.
35,11,agent,All right.
35,12,customer,I’ll take one beef with broccoli.
35,13,agent,No problem.
35,14,agent,What else can I get you?
35,15,customer,I’ll take one general tso chicken.
35,16,agent,Added.
35,17,customer,"Yep, that’s it."
35,18,agent,Pickup or delivery?
35,19,customer,Pickup.
35,20,agent,"Thanks, we’ll take care of it."
35,21,customer,Thank you.
36,0,agent,Thank you for calling.
36,1,customer,I’m calling in an order.
36,2,customer,I’ll take one kani salad.
36,3,agent,All right.
36,4,agent,Go ahead.
36,5,customer,I’ll take one hackettstown roll.
36,6,agent,No problem.
36,7,agent,Keep going.
36,8,customer,I’ll take one fresh water eel.
36,9,agent,Sure.
36,10,customer,I’ll take one philly roll.
36,11,agent,No problem.
36,12,agent,Keep going.
36,13,customer,I’ll take one shio beef ramen.
36,14,agent,No problem.
36,15,customer,That should do it.
36,16,agent,Pickup or delivery?
36,17,customer,Pickup.
36,18,agent,You’re all set.
36,19,customer,Thank you.
37,0,agent,Thank you for calling.
37,1,customer,"Hey, can I order some food?"
37,2,customer,"Uh, let me think."
37,3,customer,I’ll take one milkshake.
37,4,agent,Go ahead.
37,5,customer,I’ll take one fries.
37,6,agent,I’ve got that.
37,7,customer,I’ll take one onion rings.
37,8,agent,Okay.
37,9,customer,I’ll take one bacon burger.
37,10,agent,Sounds good.
37,11,agent,Next item?
37,12,customer,I’ll take one caesar salad.
37,13,agent,Added.
37,14,customer,"Yep, that’s it."
37,15,agent,Pickup or delivery?
37,16,customer,Pickup.
37,17,agent,That’ll be ready shortly.
37,18,customer,Thank you.
38,0,agent,Thank you for calling.
38,1,customer,I’m calling in an order.
38,2,customer,I’ll take one carnitas tacos.
38,3,agent,All right.
38,4,agent,Next item?
38,5,customer,One second.
38,6,customer,I’ll take one steak burrito.
38,7,agent,Okay.
38,8,agent,Anything else?
38,9,customer,I’ll take one cheese quesadilla.
38,10,agent,No problem.
38,11,agent,Keep going.
38,12,customer,I’ll take one chicken enchiladas.
38,13,agent,Sure.
38,14,agent,Keep going.
38,15,customer,I’ll take one rice and beans.
38,16,agent,Gotcha.
38,17,agent,Next item?
38,18,customer,"Actually, hang on."
38,19,customer,I’ll take one chicken tacos.
38,20,agent,No problem.
38,21,customer,I think that’s all.
38,22,agent,Pickup or delivery?
38,23,customer,Delivery.
38,24,agent,"Thanks, we’ll take care of it."
38,25,customer,Thank you.
39,0,agent,"Good evening, how can I help you?"
39,1,customer,"Hey, can I order some food?"
39,2,customer,"Actually, hang on."
39,3,customer,I’ll take one pork dumplings.
39,4,agent,Okay.
39,5,agent,Anything else?
39,6,customer,I’ll take one hot and sour soup.
39,7,agent,Sounds good.
39,8,agent,Anything else?
39,9,customer,I’ll take one shrimp lo mein.
39,10,agent,Gotcha.
39,11,customer,"Actually, hang on."
39,12,customer,I’ll take one general tso chicken.
39,13,agent,Sure.
39,14,customer,That’s everything.
39,15,agent,Pickup or delivery?
39,16,customer,Pickup.
39,17,agent,We’ll get started on that.
39,18,customer,Thank you.
40,0,agent,"Hi, thanks for calling."
40,1,customer,"Hey, can I order some food?"
40,2,customer,I’ll take one chicken tacos.
40,3,agent,I’ve got that.
40,4,agent,Next item?
40,5,customer,I’ll take one carnitas tacos.
40,6,agent,No problem.
40,7,agent,Go ahead.
40,8,customer,I’ll take one steak burrito.
40,9,agent,All right.
40,10,customer,I’ll take one chicken enchiladas.
40,11,agent,Okay.
40,12,agent,Keep going.
40,13,customer,I’ll take one guacamole and chips.
40,14,agent,Sure.
40,15,customer,One second.
40,16,customer,I’ll take one cheese quesadilla.
40,17,agent,Gotcha.
40,18,customer,That should do it.
40,19,agent,Pickup or delivery?
40,20,customer,Pickup.
40,21,agent,We’ll get started on that.
40,22,customer,Thank you.
41,0,agent,"Hi, thanks for calling."
41,1,customer,I’m calling in an order.
41,2,customer,Sorry—
41,3,customer,I’ll take one chicken parmesan.
41,4,agent,I’ve got that.
41,5,agent,What else can I get you?
41,6,customer,One second.
41,7,customer,I’ll take one spaghetti and meatballs.
41,8,agent,Okay.
41,9,agent,Keep going.
41,10,customer,"Actually, hang on."
41,11,customer,I’ll take one caesar salad.
41,12,agent,Added.
41,13,agent,Keep going.
41,14,customer,I’ll take one lasagna.
41,15,agent,Keep going.
41,16,customer,I’ll take one garlic knots.
41,17,agent,Added.
41,18,customer,Sorry—
41,19,customer,I’ll take one penne vodka.
41,20,agent,Sure.
41,21,customer,That’s everything.
41,22,agent,Pickup or delivery?
41,23,customer,Delivery.
41,24,agent,You’re all set.
41,25,customer,Thank you.
42,0,agent,"Hello, restaurant speaking."
42,1,customer,"Hello, I need to order dinner."
42,2,customer,"Actually, hang on."
42,3,customer,I’ll take one hackettstown roll.
42,4,agent,Sounds good.
42,5,customer,I’ll take one tonkotsu ramen.
42,6,agent,Gotcha.
42,7,agent,Next item?
42,8,customer,I’ll take one tempura vegetable appetizer.
42,9,agent,Okay.
42,10,agent,Next item?
42,11,customer,I’ll take one sweet potato roll.
42,12,agent,No problem.
42,13,customer,I’ll take one sprite.
42,14,agent,I’ve got that.
42,15,agent,What else can I get you?
42,16,customer,"Actually, hang on."
42,17,customer,I’ll take one chicken roll.
42,18,agent,Added.
42,19,customer,I think that’s all.
42,20,agent,Pickup or delivery?
42,21,customer,Delivery.
42,22,agent,You’re all set.
42,23,customer,Thank you.
43,0,agent,Thank you for calling.
43,1,customer,"Hey, can I order some food?"
43,2,customer,I’ll take one carnitas tacos.
43,3,agent,Added.
43,4,agent,Anything else?
43,5,customer,I’ll take one guacamole and chips.
43,6,agent,No problem.
43,7,agent,Go ahead.
43,8,customer,I’ll take one steak burrito.
43,9,agent,All right.
43,10,customer,I’ll take one chicken tacos.
43,11,agent,Go ahead.
43,12,customer,I’ll take one cheese quesadilla.
43,13,agent,No problem.
43,14,agent,Go ahead.
43,15,customer,I’ll take one chicken enchiladas.
43,16,agent,I’ve got that.
43,17,customer,That’s everything.
43,18,agent,Pickup or delivery?
43,19,customer,Pickup.
43,20,agent,That’ll be ready shortly.
43,21,customer,Thank you.
44,0,agent,"Hi, thanks for calling."
44,1,customer,"Hey, can I order some food?"
44,2,customer,I’ll take one guacamole and chips.
44,3,agent,All right.
44,4,customer,I’ll take one chicken enchiladas.
44,5,customer,I’ll take one steak burrito.
44,6,agent,All right.
44,7,agent,Go ahead.
44,8,customer,One second.
44,9,customer,I’ll take one rice and beans.
44,10,agent,I’ve got that.
44,11,customer,I’ll take one carnitas tacos.
44,12,agent,All right.
44,13,customer,That’s everything.
44,14,agent,Pickup or delivery?
44,15,customer,Pickup.
44,16,agent,That’ll be ready shortly.
44,17,customer,Thank you.
45,0,agent,Thank you for calling.
45,1,customer,"Hello, I need to order dinner."
45,2,customer,"Actually, hang on."
45,3,customer,I’ll take one caesar salad.
45,4,agent,All right.
45,5,agent,Go ahead.
45,6,customer,I’ll take one grilled chicken sandwich.
45,7,agent,Sure.
45,8,agent,Go ahead.
45,9,customer,I’ll take one chicken tenders.
45,10,agent,No problem.
45,11,agent,Anything else?
45,12,customer,"Actually, hang on."
45,13,customer,I’ll take one fries.
